trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
734,False,"{'a': 0.5, 'e': 0.4527046874160087}",25,6,-41.06336897312845,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.45136668785913436}",35,9,7.275519695594557,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.45002767272740274}",25,9,-61.59384452282096,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
737,False,"{'a': 0.5, 'e': 0.44868764503359754}",25,0,-9.179139292976409,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
738,False,"{'a': 0.5, 'e': 0.4473466077927801}",25,11,5.498107126871787,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.4460045640222839}",30,21,16.35326296797214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.4446615167417068}",20,2,-59.62619234133397,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
741,False,"{'a': 0.5, 'e': 0.44331746897290475}",20,0,-15.819585212330182,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
742,False,"{'a': 0.5, 'e': 0.44197242373998435}",25,0,-114.22848301458959,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
743,False,"{'a': 0.5, 'e': 0.44062638406929705}",20,3,-44.93100764178712,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.43927935298943144}",20,2,-51.54641398368914,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
745,False,"{'a': 0.5, 'e': 0.43793133353120717}",25,0,-41.876292836645675,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
746,False,"{'a': 0.5, 'e': 0.43658232872766695}",30,12,-13.540318237156624,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.4352323416140713}",25,1,-97.07165642013312,"{0: 17, 1: 1, 2: 2, 3: 3, 4: 1}",1
748,False,"{'a': 0.5, 'e': 0.43388137522789066}",30,8,2.8236274397942562,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.43252943260879895}",20,0,-50.2096606599133,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
750,False,"{'a': 0.5, 'e': 0.4311765167986662}",20,0,-97.65465099649526,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
751,False,"{'a': 0.5, 'e': 0.4298226308415525}",30,0,-46.09718699482798,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
752,False,"{'a': 0.5, 'e': 0.42846777778370077}",25,1,-9.612434012311077,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.42711196067352997}",25,14,-37.72661631065311,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.42575518256162764}",25,0,-35.21304244175455,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
755,False,"{'a': 0.5, 'e': 0.4243974465007442}",20,0,8.974446091796198,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
756,False,"{'a': 0.5, 'e': 0.42303875554578513}",20,11,-19.784143932210167,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.42167911275380476}",25,0,-62.52558413585028,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.42031852118399843}",25,3,-66.0667515991174,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 1}",1
759,False,"{'a': 0.5, 'e': 0.4189569838976967}",20,0,-45.94887008091852,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
760,False,"{'a': 0.5, 'e': 0.41759450395835795}",20,9,-2.207583446804675,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.4162310844315617}",20,7,2.6684743570491873,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.4148667283850009}",25,10,-1.8299626915016696,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.41350143888847624}",30,0,-110.68277262376628,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 2}",0
764,False,"{'a': 0.5, 'e': 0.4121352190138885}",20,0,-13.762997146683261,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
765,False,"{'a': 0.5, 'e': 0.41076807183523206}",25,0,-108.67861160801516,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
766,False,"{'a': 0.5, 'e': 0.40940000042858704}",30,10,11.106076509875468,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.4080310078721138}",20,0,-15.518293857985535,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
768,False,"{'a': 0.5, 'e': 0.40666109724604504}",20,0,9.733071398618849,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
769,False,"{'a': 0.5, 'e': 0.40529027163267917}",25,20,9.028685686364579,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.40391853411637296}",20,3,-29.008820945703846,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
771,False,"{'a': 0.5, 'e': 0.40254588778353534}",25,11,-16.499665003113204,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
772,False,"{'a': 0.5, 'e': 0.4011723357226203}",20,2,-36.571593135142166,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
773,False,"{'a': 0.5, 'e': 0.39979788102411884}",30,8,-17.728418070004288,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.3984225267805538}",25,17,1.1823553922546024,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.3970462760864716}",30,18,-25.832405933303324,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.39566913203843584}",30,14,0.7693791989270458,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.3942910977350198}",25,16,14.972256531747782,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.39291217627680014}",20,0,-36.370012111574994,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
779,False,"{'a': 0.5, 'e': 0.3915323707663496}",35,10,-103.34375727122442,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",1
780,False,"{'a': 0.5, 'e': 0.3901516843082303}",20,0,-20.94657469786426,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
781,False,"{'a': 0.5, 'e': 0.38877012000898564}",35,21,-28.130641591586162,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
782,False,"{'a': 0.5, 'e': 0.38738768097713494}",25,17,17.567418442386277,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.5, 'e': 0.38600437032316554}",20,3,-32.35078020760717,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.38462019115952595}",25,0,-73.79571599782732,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
785,False,"{'a': 0.5, 'e': 0.3832351466006183}",30,14,26.35224028974976,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.38184923976279245}",20,0,-53.58842119909941,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
787,False,"{'a': 0.5, 'e': 0.3804624737643382}",20,5,-46.67379746689008,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
788,False,"{'a': 0.5, 'e': 0.3790748517254788}",35,24,7.879057136961679,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.37768637676836264}",20,0,-73.94545097570011,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
790,False,"{'a': 0.5, 'e': 0.37629705201705815}",35,21,-17.076962016519577,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
791,False,"{'a': 0.5, 'e': 0.3749068805975453}",25,0,-10.35652887531793,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
792,False,"{'a': 0.5, 'e': 0.37351586563770955}",20,0,-41.35315008553062,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
793,False,"{'a': 0.5, 'e': 0.37212401026733344}",20,9,-33.45809748930227,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
794,False,"{'a': 0.5, 'e': 0.37073131761809125}",30,1,-17.100667723010396,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.3693377908235408}",20,0,-12.5228102797203,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.367943433019117}",25,1,-29.558090636865497,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 1}",1
797,False,"{'a': 0.5, 'e': 0.36654824734212393}",30,16,25.04818608657969,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.365152236931729}",25,0,22.436420119726762,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
799,False,"{'a': 0.5, 'e': 0.36375540492895503}",20,9,-2.9918031455667884,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.3623577544766736}",20,6,-39.64540234863038,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
801,False,"{'a': 0.5, 'e': 0.3609592887195973}",20,8,-43.67828743130436,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.35956001080427363}",30,16,-7.4517364911330635,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.35815992387907736}",20,0,-118.14746850170621,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
804,False,"{'a': 0.5, 'e': 0.35675903109420365}",20,12,14.809157461910514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.35535733560166033}",35,15,-85.83765144397472,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",1
806,False,"{'a': 0.5, 'e': 0.3539548405552618}",20,13,15.904121427204593,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.5, 'e': 0.3525515491106213}",25,18,13.299960323709284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.3511474644251443}",25,10,26.91397695216225,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.3497425896580202}",35,0,-37.52488427941122,"{0: 30, 1: 0, 2: 4, 3: 0, 4: 1}",0
810,False,"{'a': 0.5, 'e': 0.348336927970217}",25,13,-31.837902504437064,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
811,False,"{'a': 0.5, 'e': 0.34693048252447295}",20,14,10.134377166955879,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.5, 'e': 0.3455232564852894}",35,11,19.480102390982502,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.5, 'e': 0.34411525301892454}",30,17,13.676297524409659,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.3427064752933856}",25,0,-11.984901188095888,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
815,False,"{'a': 0.5, 'e': 0.34129692647842197}",25,11,-20.712780041421773,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
816,False,"{'a': 0.5, 'e': 0.3398866097455176}",20,0,-87.14971341302027,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
817,False,"{'a': 0.5, 'e': 0.33847552826788463}",20,7,13.018753010163556,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.3370636852204559}",25,13,21.333597668664346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.5, 'e': 0.3356510837798778}",20,1,-32.1806665343704,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
820,False,"{'a': 0.5, 'e': 0.3342377271245026}",20,14,9.334781585193959,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.3328236184343824}",20,0,15.986306440369722,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
822,False,"{'a': 0.5, 'e': 0.3314087608912611}",25,7,15.548232474401452,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.32999315767856785}",20,14,-5.051327173647368,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
824,False,"{'a': 0.5, 'e': 0.3285768119814088}",20,0,-20.702988720989726,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
825,False,"{'a': 0.5, 'e': 0.3271597269865614}",20,13,8.756449008782791,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.3257419058824663}",25,11,11.410148721435359,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.3243233518592207}",25,11,-11.837129575343372,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.3229040681085699}",20,0,-43.69377246789267,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
829,False,"{'a': 0.5, 'e': 0.3214840578239021}",20,1,23.01407158513757,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.32006332420023986}",25,13,-32.18787990878861,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
831,False,"{'a': 0.5, 'e': 0.3186418704342334}",25,1,-66.48525967265977,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 1}",1
832,False,"{'a': 0.5, 'e': 0.3172196997241527}",20,9,8.08963773279675,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.3157968152698814}",25,0,8.228642598743088,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
834,False,"{'a': 0.5, 'e': 0.31437322027290904}",25,8,17.100567087307496,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.31294891793632384}",20,0,-20.28302948227842,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.3115239114648051}",20,0,7.032908204997614,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.310098204064617}",25,10,-18.13966792173595,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.3086717989436006}",20,10,-35.15879401891164,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
839,False,"{'a': 0.5, 'e': 0.307244699311167}",20,11,5.232258351978466,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.30581690837828934}",20,10,-3.2232063098527566,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.3043884293574968}",30,13,-26.21194971390046,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
842,False,"{'a': 0.5, 'e': 0.3029592654628667}",20,11,5.990772665612375,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.3015294199100173}",20,0,-9.098049694471191,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
844,False,"{'a': 0.5, 'e': 0.3000988959161001}",25,15,5.608628383198079,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.2986676966997937}",25,3,16.085908592180797,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.29723582548129573}",30,16,11.749555551180729,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.295803285482316}",20,3,27.036528758299138,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.29437007992606856}",35,13,14.136834725925274,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.29293621203726544}",20,3,-49.346639061248716,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
850,False,"{'a': 0.5, 'e': 0.2915016850421088}",25,13,17.588826538606355,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.29006650216828406}",30,16,16.06805687008717,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.2886306666449516}",25,2,-43.89648235265276,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
853,False,"{'a': 0.5, 'e': 0.2871941817027409}",20,3,-26.33298397593366,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.2857570505737428}",25,16,17.07132019070828,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.28431927649150124}",25,20,10.843325421040536,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.2828808626910075}",20,12,15.836531706803651,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.28144181240869204}",25,18,13.420092347245841,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.2800021288824176}",20,5,-16.230368606811496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
859,False,"{'a': 0.5, 'e': 0.2785618153514711}",30,12,19.787211003767382,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.2771208750565576}",25,12,10.229391451310448,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.2756793112397921}",25,0,-17.596628954129006,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
862,False,"{'a': 0.5, 'e': 0.27423712714469284}",30,16,-1.7604659170024826,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.27279432601617304}",25,17,15.496195321810536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.2713509111005347}",20,0,-3.084032153691309,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
865,False,"{'a': 0.5, 'e': 0.2699068856454609}",20,1,7.317095428356816,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.26846225290000847}",20,2,-34.12492827157997,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
867,False,"{'a': 0.5, 'e': 0.26701701611460005}",35,14,-57.522491688070865,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 2}",1
868,False,"{'a': 0.5, 'e': 0.265571178541018}",20,3,19.445298921310187,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.26412474343239634}",20,16,6.828103592865904,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.26267771404321355}",20,0,20.43390662395429,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
871,False,"{'a': 0.5, 'e': 0.2612300936292848}",20,12,0.30375684918458923,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.25978188544775555}",30,24,9.446370958750244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.25833309275709365}",25,17,8.537363087079713,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.2568837188170823}",25,0,-28.18736543201168,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
875,False,"{'a': 0.5, 'e': 0.2554337668888117}",20,16,6.8455944627978464,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.2539832402346734}",30,0,21.893776647280298,"{0: 26, 1: 4, 2: 0, 3: 0, 4: 0}",0
877,False,"{'a': 0.5, 'e': 0.2525321421183517}",20,7,0.3222368776438653,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.25108047580481696}",25,15,-3.1791767270678584,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.2496282445603174}",25,15,-35.3164832075459,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
880,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,12,12.859709978397664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.24672210034976688}",25,13,12.455150952385221,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.24526819392253935}",25,0,19.552725295109894,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
883,False,"{'a': 0.5, 'e': 0.24381373564197878}",20,5,-22.496060180645234,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.24235872878061585}",20,14,11.941102108131258,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.24090317661221541}",20,12,15.606709003321523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.23944708241176946}",20,0,-25.685327672934676,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
887,False,"{'a': 0.5, 'e': 0.23799044945548886}",30,4,-60.03743278621812,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 1}",1
888,False,"{'a': 0.5, 'e': 0.2365332810207974}",20,5,-18.01005495707207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
889,False,"{'a': 0.5, 'e': 0.23507558038632345}",25,13,9.410254873077013,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.233617350831893}",20,0,0.019038817363073002,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
891,False,"{'a': 0.5, 'e': 0.2321585956385215}",20,0,-5.66442595491721,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
892,False,"{'a': 0.5, 'e': 0.2306993180884078}",30,9,-6.9061226771340705,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.22923952146492568}",20,10,18.58877564421069,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.22777920905261723}",25,16,14.917952540601897,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.22631838413718425}",30,13,-27.489542339606754,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.22485705000548248}",20,6,-44.70106332624559,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
897,False,"{'a': 0.5, 'e': 0.22339520994551326}",20,5,26.44726598847291,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.22193286724641567}",20,7,10.550654472293505,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.22047002519846043}",20,16,6.126716191468767,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.2190066870930415}",25,6,-56.79189142812679,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
901,False,"{'a': 0.5, 'e': 0.21754285622266922}",30,15,9.361382679611399,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.21607853588096199}",20,11,-6.499796020561348,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.2146137293626402}",25,4,-20.832332194289947,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
904,False,"{'a': 0.5, 'e': 0.21314843996351787}",20,6,2.1418034531536008,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.21168267098049576}",25,17,1.862468256145836,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.21021642571155302}",20,14,12.441606370707461,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.20874970745574115}",20,5,28.501786429259525,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.20728251951317556}",25,0,-29.383563439982538,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
909,False,"{'a': 0.5, 'e': 0.2058148651850287}",25,5,-43.31708533873428,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
910,False,"{'a': 0.5, 'e': 0.20434674777352183}",20,0,18.67073705156185,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
911,False,"{'a': 0.5, 'e': 0.20287817058191865}",35,27,14.941003458809554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.20140913691451723}",30,12,-5.9882782853771355,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.19993965007664297}",20,13,15.795008324704344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.19846971337464017}",20,0,-11.576645103918594,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
915,False,"{'a': 0.5, 'e': 0.196999330115866}",25,15,12.693027569693651,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.19552850360868218}",30,4,28.447263048053255,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 0.19405723716244794}",35,20,5.557868578073286,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
